,year,ctrycode,All Products_tariff,All Products_delta,All Products_%change,Capital goods_tariff,Capital goods_delta,Capital goods_%change,Consumer goods_tariff,Consumer goods_delta,Consumer goods_%change,Intermediate goods_tariff,Intermediate goods_delta,Intermediate goods_%change,Raw materials_tariff,Raw materials_delta,Raw materials_%change,Animal_tariff,Animal_delta,Animal_%change,Chemicals_tariff,Chemicals_delta,Chemicals_%change,Food Products_tariff,Food Products_delta,Food Products_%change,Footwear_tariff,Footwear_delta,Footwear_%change,Fuels_tariff,Fuels_delta,Fuels_%change,Hides and Skins_tariff,Hides and Skins_delta,Hides and Skins_%change,Mach and Elec_tariff,Mach and Elec_delta,Mach and Elec_%change,Metals_tariff,Metals_delta,Metals_%change,Minerals_tariff,Minerals_delta,Minerals_%change,Miscellaneous_tariff,Miscellaneous_delta,Miscellaneous_%change,Plastic or Rubber_tariff,Plastic or Rubber_delta,Plastic or Rubber_%change,Stone and Glass_tariff,Stone and Glass_delta,Stone and Glass_%change,Textiles and Clothing_tariff,Textiles and Clothing_delta,Textiles and Clothing_%change,Transportation_tariff,Transportation_delta,Transportation_%change,Vegetable_tariff,Vegetable_delta,Vegetable_%change,Wood_tariff,Wood_delta,Wood_%change,ctryyear
8,2004,BOL,8.95656845763875,0.398639176778282,0.04658126559538478,6.3993084388225805,1.3177154054071911,0.25931147904647167,9.842380160171599,-0.016218732757259602,-0.0016451356763172997,9.99182291913325,3.251893848066345e-05,3.2545657162597053e-06,10.0,0.0,0.0,10.0,0.00411127942144951,0.00041129703784981153,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,6.39663574051509,0.8124863687942696,0.14549868112569708,9.89293105803874,-0.01174901782290938,-0.001186208714761272,10.0,0.0,0.0,9.824699091379971,0.6077920503327814,0.06594316809597833,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,7.59403255431533,1.85713813688605,0.32371837474363696,10.0,0.0,0.0,8.983072155718471,-0.08498453440869014,-0.009371857423566499,BOL2004
9,2005,BOL,8.67235636320235,-0.28421209443640016,-0.03173225279085601,5.8950069998385,-0.5043014389840801,-0.07880561529502828,9.703293256675169,-0.13908690349643038,-0.014131429718520994,9.589382586050851,-0.40244033308239935,-0.04027696811077086,9.91124593133564,-0.08875406866435931,-0.008875406866435953,9.96465329746977,-0.03534670253023009,-0.003534670253023009,9.31439072201253,-0.6856092779874707,-0.06856092779874712,9.992214198832551,-0.00778580116744898,-0.0007785801167449202,10.0,0.0,0.0,9.427340895017,-0.5726591049829999,-0.05726591049829999,10.0,0.0,0.0,5.8048130219565905,-0.5918227185584994,-0.09252093484235868,9.775308315764711,-0.11762274227402969,-0.011889574645165712,9.494578951330618,-0.5054210486693815,-0.05054210486693811,8.60790697480179,-1.2167921165781816,-0.12385031900323284,9.934945395125741,-0.06505460487425907,-0.006505460487425951,9.79099796491543,-0.20900203508456983,-0.020900203508457005,9.99206751705423,-0.007932482945770758,-0.0007932482945770536,8.12249702445035,0.5284644701350203,0.06958943964952047,9.992079338976131,-0.007920661023868902,-0.0007920661023869124,8.942208367859891,-0.040863787858580025,-0.004548976914603431,BOL2005
10,2006,BOL,8.437052205020981,-0.23530415818136952,-0.02713266710069573,5.482434449189941,-0.4125725506485596,-0.06998677875358972,9.70439018041569,0.0010969237405209498,0.00011304654115917856,9.48580944664727,-0.10357313940358104,-0.010800814179032003,9.88221124289142,-0.02903468844422008,-0.0029294690743595364,9.93056913038106,-0.034084167088709094,-0.003420507073473744,9.19141904145882,-0.1229716805537091,-0.01320233220011835,9.993042752770391,0.000828553937839871,8.291995361120463e-05,10.0,0.0,0.0,9.427882440663689,0.0005415456466888457,5.744415659925117e-05,10.0,0.0,0.0,5.23123260765116,-0.5735804143054306,-0.09881117826463559,9.60059252058699,-0.17471579517772184,-0.01787317489474538,9.40705019555507,-0.08752875577554775,-0.009218813833053785,8.70239489833267,0.09448792353088109,0.010976875540997133,9.94435663434265,0.00941123921690945,0.0009472864563027095,9.74191028193202,-0.049087682983410375,-0.005013552567297963,9.99441151421879,0.002343997164560463,0.00023458580124291473,8.2977617483217,0.17526472387134895,0.02157769012949684,9.9874309688189,-0.00464837015723063,-0.00046520548922168725,8.874337961041052,-0.06787040681883916,-0.007589893237422096,BOL2006
11,2007,BOL,8.42918206069923,-0.007870144321751482,-0.0009328073514903723,5.58342420084665,0.10098975165670954,0.018420603582707917,9.73407722250678,0.029687042091090632,0.003059135251074485,9.47629620818484,-0.009513238462430351,-0.001002891584101162,9.871816923625712,-0.010394319265708774,-0.0010518211977289527,9.85169337952172,-0.07887575085934095,-0.00794272209616187,9.05180947151589,-0.13960956994293028,-0.015189120342920637,9.99355377370305,0.0005110209326595339,5.11376710079503e-05,10.0,0.0,0.0,9.43690928954806,0.009026848884371219,0.0009574630296020903,10.0,0.0,0.0,5.45361599399175,0.2223833863405904,0.042510705032564156,9.72907409338859,0.12848157280160066,0.013382671176397798,9.42785973802449,0.020809542469418574,0.002212121976265413,8.54880654414004,-0.15358835419262995,-0.017648975481686868,9.94447131493962,0.00011468059696895239,1.1532228899824304e-05,9.701970880288322,-0.03993940164369825,-0.004099750509689248,9.98733301574176,-0.007078498477030237,-0.0007082456497773393,7.9972583236803905,-0.30050342464130875,-0.036214997942317195,9.995519339815731,0.008088370996830463,0.0008098550089690182,8.919255432341462,0.04491747130041013,0.005061501094233867,BOL2007
12,2008,BOL,8.47971715028954,0.05053508959031028,0.005995254252002535,5.4890681939576105,-0.09435600688903989,-0.016899308290910797,9.72269995889254,-0.011377263614241073,-0.0011688076182440055,9.49862034358976,0.022324135404920398,0.0023557869988950486,9.78207588640147,-0.08974103722424154,-0.00909063021716594,9.875314667473189,0.023621287951469228,0.002397688097009798,9.05279624267701,0.0009867711611200036,0.00010901369104443503,9.99175170841398,-0.0018020652890697875,-0.0001803227690445608,10.0,0.0,0.0,9.43515837086148,-0.0017509186865805049,-0.00018553942110255406,10.0,0.0,0.0,5.25023026386414,-0.20338573012761074,-0.03729373875089126,9.79024004891797,0.06116595552938087,0.006286924628413182,9.149694632415349,-0.27816510560914054,-0.029504586760794038,8.73306972043423,0.18426317629418953,0.021554257350752337,9.95223833690423,0.007767021964610876,0.0007810392044615977,9.771364317126551,0.0693934368382294,0.007152509288521625,9.9915672855,0.004234269758240927,0.0004239640103687048,8.169171665807049,0.17191334212665854,0.02149653483339553,9.99430815139394,-0.0012111884217915758,-0.0001211731357436685,9.10991087680849,0.1906554444670281,0.021375713019240017,BOL2008
13,2009,BOL,8.59416684617415,0.11444969588461085,0.01349687658870824,5.37698738733663,-0.11208080662098041,-0.02041891313071309,10.7577002710687,1.0350003121761606,0.10645194406411074,9.122414923756091,-0.37620541983366884,-0.03960632241581852,9.4666453737496,-0.3154305126518704,-0.03224576422376413,11.868380380666801,1.9930657131936123,0.2018230082083634,8.60091300798844,-0.4518832346885695,-0.04991642610470848,12.594665949186801,2.6029142407728205,0.2605062972672676,14.1223152032917,4.1223152032917,0.41223152032917,9.23562243924194,-0.19953593161953975,-0.02114812743745398,14.513517680503499,4.513517680503499,0.4513517680503498,5.3767609350512995,0.12653067118715988,0.02410002320432203,9.84945849052262,0.059218441604649286,0.006048722126194894,8.720208238476241,-0.4294863939391078,-0.0469399702605956,10.1301496586092,1.3970799381749703,0.15997581410646333,9.42463950637119,-0.5275988305330408,-0.05301308235119673,11.0133767757569,1.2420124586303487,0.1271073739880355,12.756944065797901,2.765376780297901,0.2767710711722955,7.29658104067371,-0.8725906251333386,-0.10681506777310867,9.87740463519269,-0.1169035162012495,-0.011697009380778889,10.9125367448595,1.8026258680510097,0.19787524734627593,BOL2009
14,2010,BOL,8.96093585331158,0.3667690071374299,0.04267650532066458,5.29817480585338,-0.0788125814832501,-0.014657386340325429,11.6743946551805,0.9166943841117998,0.08521285786118415,8.991432900491109,-0.13098202326498232,-0.014358261968975605,9.75742410806018,0.2907787343105799,0.03071613257182859,11.7562053938112,-0.11217498685560123,-0.009451583388608853,8.37045607011725,-0.2304569378711907,-0.026794473756116877,12.533951819037199,-0.06071413014960214,-0.00482062250754034,14.7574151160962,0.635099912804499,0.044971373578778895,9.371092998896051,0.13547055965411126,0.014668265246368328,14.4237664057092,-0.08975127479429901,-0.006183978052051731,5.32312619111526,-0.05363474393603962,-0.009975288948852579,9.817111683188198,-0.03234680733442197,-0.003284120377333166,8.873466089522001,0.15325785104576006,0.017575021932336288,13.887103560510399,3.7569539019011984,0.37086854869003005,9.524126489826301,0.09948698345511175,0.010556051866796201,11.931927997317901,0.9185512215610014,0.08340323229320123,18.4630882847986,5.7061442190007,0.4472971104654444,7.25455247908169,-0.042028561592020175,-0.005760034920154866,10.0163937581995,0.13898912300681054,0.014071421404728168,12.0287835222653,1.1162467774058005,0.1022903109977269,BOL2010
15,2011,BOL,8.79589443903124,-0.16504141428034025,-0.018417876992094295,4.9678791816233305,-0.33029562423004943,-0.06234139799712568,11.435790613576698,-0.23860404160380178,-0.020438236726725845,8.99405468636099,0.0026217858698807106,0.00029158710284504785,10.1473785028666,0.3899543948064199,0.039964891398365676,12.1850632119557,0.4288578181445004,0.03647927233138204,8.26042344471567,-0.11003262540157976,-0.01314535605704914,12.1731408839644,-0.3608109350727986,-0.028786685977584603,14.422614006099698,-0.33480110999650137,-0.022686975148603628,9.35318204858344,-0.017910950312611362,-0.001911297893929964,14.992045400889499,0.5682789951802985,0.039398793574150215,4.79435845307388,-0.5287677380413802,-0.09933406029786362,9.78786836220523,-0.029243320982967447,-0.002978811072613774,8.99436292718695,0.12089683766494908,0.013624533687879525,14.1328001052898,0.24569654477940084,0.01769242547294514,9.40971232671789,-0.11441416310841035,-0.012013087313637372,12.0512020971016,0.11927409978369852,0.009996213504683382,18.793084245679,0.3299959608803995,0.017873280774598266,7.83234456221553,0.5777920831338399,0.07964544812376606,10.2471475473208,0.23075378912129985,0.023037611608709208,11.467985492837501,-0.560798029427799,-0.046621341916226244,BOL2011
16,2012,BOL,8.92165445016422,0.1257600111329804,0.014297580763921847,5.340351470578731,0.3724722889554002,0.07497611663609116,11.387267089431699,-0.04852352414499883,-0.004243128069115865,9.1741263018564,0.18007161549541095,0.02002118307869316,9.1514617277255,-0.9959167751410991,-0.09814522783985602,12.137744575542,-0.04731863641370104,-0.0038833312220549754,8.40920265144338,0.14877920672770983,0.018011087170462847,12.632224517605,0.45908363364059923,0.03771283336130171,15.2378000009515,0.8151859948518023,0.056521376395918255,9.39727396077943,0.044091912195989735,0.004714108200499334,14.868517944631698,-0.1235274562578006,-0.008239533229433271,5.08460511498658,0.29024666191270043,0.06053920764447862,9.95969695302298,0.17182859081774993,0.017555261723916082,9.03891717260998,0.044554245423029215,0.004953574342475786,14.567267553828401,0.43446744853860153,0.030741781197059614,9.52621600925721,0.11650368253931909,0.012381216183253496,11.294789384593,-0.7564127125085989,-0.06276657767531102,19.0327562157101,0.2396719700311003,0.012753200427237266,7.6385374536578095,-0.19380710855772065,-0.02474445640360068,9.5608126149128,-0.6863349324080001,-0.06697814481918418,11.772641691863802,0.3046561990263008,0.026565799129810497,BOL2012
17,2013,BOL,8.545747174668241,-0.3759072754959796,-0.04213425633056889,4.7457925987373,-0.5945588718414303,-0.11133328491897898,10.984190623475499,-0.4030764659562003,-0.035397120554965134,9.16139966138217,-0.012726640474230777,-0.0013872318796892547,8.72837669070632,-0.423085037019181,-0.04623141631433503,12.102105972757402,-0.03563860278459785,-0.0029361799931439947,8.32690358269588,-0.08229906874749915,-0.009786786233933031,12.3592201026279,-0.27300441497710004,-0.021611744993656923,15.3644912089255,0.1266912079739999,0.008314271611786994,8.77108269451751,-0.6261912662619196,-0.06663541670439732,36.51098629240129,21.642468347769594,1.4555901555463127,4.62998428517832,-0.4546208298082597,-0.08941123637473658,10.0641822992824,0.10448534625941974,0.010490815810184406,9.15941922934707,0.12050205673709158,0.0133314704002645,16.2210703460246,1.653802792196199,0.11352868930876236,9.609211133661288,0.08299512440407852,0.008712286633373312,12.7553444784165,1.4605550938234995,0.1293122911894058,20.3263112393357,1.293555023625597,0.06796467148346408,6.78397350588895,-0.8545639477688596,-0.11187533647028736,9.67759014145561,0.11677752654281015,0.01221418421700493,10.402193149197199,-1.3704485426666029,-0.11640960274988532,BOL2013
18,2014,BOL,8.56007294983998,0.014325775171739608,0.001676363093704003,4.660339204170491,-0.08545339456680967,-0.018006137602714856,11.812306465097198,0.8281158416216989,0.07539161236439607,9.04507841012407,-0.11632125125809978,-0.012696886453761658,8.67073964985978,-0.05763704084654009,-0.006603408960100254,12.424690965585198,0.32258499282779596,0.02665527748260965,8.39904838602463,0.07214480332874906,0.008664061329912931,12.5786924125998,0.21947230997190026,0.01775777987198679,15.0886584811762,-0.27583272774930023,-0.01795261060054265,8.94253936105725,0.1714566665397399,0.019547947786071163,36.6934387547927,0.1824524623914101,0.004997193472951578,4.40000644674093,-0.2299778384373905,-0.04967140799453773,9.79863391395321,-0.2655483853291898,-0.026385490388834087,9.070555379088391,-0.08886385025867938,-0.009701908825611616,15.548756338448,-0.6723140075766008,-0.041446957151096364,9.55218443701982,-0.05702669664146853,-0.005934586705218958,13.0396660111081,0.28432153269159954,0.02229038448727927,21.0929847547304,0.7666735153947002,0.037718280821707806,7.166684906018231,0.3827114001292813,0.056414046988400246,9.803012529588118,0.12542238813250783,0.012960084721426623,10.3977036116745,-0.004489537522699649,-0.0004315952855620253,BOL2014
19,2015,BOL,8.891324657241912,0.3312517074019308,0.03869729958412593,5.15136817222752,0.4910289680570292,0.10536335372704464,11.875448427088001,0.06314196199080335,0.005345438858818552,9.11922544811282,0.07414703798874989,0.008197500853697193,8.61119120888123,-0.059548440978549166,-0.006867746395719743,12.490021011649402,0.06533004606420434,0.005258082172438838,8.36234514074345,-0.03670324528117952,-0.004369929019846008,12.570221608350801,-0.008470804248998931,-0.0006734248657288555,14.5085608990779,-0.5800975820983005,-0.0384459349266868,8.96420450659725,0.021665145540000097,0.0024227061984594123,36.450659510061996,-0.24277924473070556,-0.006616421163279318,4.9180875311429295,0.5180810844019996,0.11774552848342767,9.82667274925829,0.02803883530507889,0.002861504527192471,9.329183926755368,0.2586285476669765,0.028512978186895577,15.814167072997101,0.2654107345491017,0.017069579635305754,9.81470545219188,0.2625210151720605,0.027482825201181393,12.9980449364135,-0.04162107469459997,-0.0031918819591808534,21.592451951023197,0.4994671962927981,0.023679303906043225,7.87870572589409,0.7120208198758586,0.09935148945615535,9.6067774123035,-0.1962351172846173,-0.020017838056651138,10.469301262175,0.07159765050050027,0.006885909925352207,BOL2015
20,2016,BOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOL2016
0,1996,BRA,13.796092861299,,,15.9425844446641,,,21.353618380892197,,,9.21036983710611,,,5.70853898748657,,,13.1296139095389,,,7.34059854125658,,,15.6829983285203,,,33.2341201146172,,,6.15289046073436,,,11.518988726842199,,,15.1138037042223,,,12.5649836103932,,,2.0146926447390197,,,16.777855468826,,,12.3567542142275,,,10.6316503727542,,,11.3337545255833,,,39.7281176121502,,,8.27657721034024,,,8.03295635454329,,,BRA1996
1,1997,BRA,14.002287756124302,0.20619489482530184,0.014945890615430946,15.6472659330704,-0.29531851159369893,-0.018523879401030285,21.4428828924393,0.08926451154710335,0.004180299092868545,9.424099937015288,0.2137300999091778,0.02320537651464516,5.0453949491936,-0.6631440382929696,-0.11616703323680855,12.115271304588099,-1.0143426049508015,-0.07725608779812354,7.719099344644429,0.3785008033878494,0.051562662262559344,16.8143056830517,1.1313073545313994,0.07213590990914409,30.7499475968397,-2.4841725177774983,-0.07474765419424767,4.9121515025801505,-1.2407389581542096,-0.20165139718839153,11.983560525327102,0.4645717984849025,0.04033095348051963,14.5761948916029,-0.5376088126194016,-0.0355707155617756,12.4672207834751,-0.09776282691810145,-0.0077805773528615285,2.06152880877204,0.04683616403302038,0.023247299857536152,14.3861030049498,-2.3917524638762,-0.1425541225051189,12.5052915933835,0.14853737915600007,0.012020744006138395,10.2395679215584,-0.3920824511957992,-0.03687879467900779,12.1121801030989,0.7784255775156002,0.06868205727929677,38.1997511814097,-1.5283664307404976,-0.03847064805992906,7.73842668476465,-0.538150525575591,-0.06502090319453058,8.68697500876639,0.6540186542231012,0.08141693112190262,BRA1997
2,1998,BRA,15.935420391436901,1.9331326353125995,0.13805834224961488,17.7205910037307,2.0733250706602995,0.13250398373292427,21.670691927189104,0.22780903474980363,0.010623992860126386,11.9343112924549,2.510211355439612,0.266360859097025,6.86939656358284,1.82400161438924,0.3615181036879518,14.5483270253232,2.4330557207351013,0.20082552503910445,10.764538223693302,3.0454388790488727,0.3945329296949418,19.7576903114144,2.9433846283627005,0.17505240381882325,31.0659020829707,0.31595448613100174,0.010274960148662915,5.22257567346366,0.3104241708835094,0.0631951540420641,15.5769378619717,3.5933773366445987,0.29985890495984413,16.6823523911387,2.106157499535801,0.14449295685179964,15.352925389852901,2.885704606377802,0.23146334347449038,5.09298672494377,3.0314579161717297,1.470490202840014,16.6865100315448,2.300407026594998,0.15990480714641775,15.6267011268335,3.1214095334500005,0.24960709713490603,13.353519011011901,3.1139510894535007,0.304109618033529,16.0960656753809,3.9838855722819986,0.3289156484110338,33.4321685982759,-4.767582583133802,-0.1248066397210984,10.3674911528607,2.6290644680960495,0.3397414713861837,10.954101946452802,2.2671269376864114,0.26098002301129664,BRA1998
3,1999,BRA,13.8498930138049,-2.085527377632001,-0.13087369685914818,16.3209886801525,-1.3996023235782005,-0.07898169554748735,16.142857733358902,-5.527834193830202,-0.2550834192282856,11.7640173104531,-0.1702939820017999,-0.014269276025124511,5.98068014487849,-0.8887164187043499,-0.12937328781042534,16.8132387991882,2.2649117738649984,0.15568193991808355,10.8539227064795,0.0893844827861976,0.008303605870380704,19.1459488482673,-0.6117414631471014,-0.030962195150598504,27.242436917613897,-3.8234651653568044,-0.12307594207775163,4.24145439060171,-0.9811212828619498,-0.18786157333193054,14.837037795947401,-0.7399000660242994,-0.047499712240018144,15.7547170615287,-0.9276353296100002,-0.055605786753595954,14.848740814363598,-0.5041845754893028,-0.03283964213247137,4.92315718493083,-0.16982954001293926,-0.03334576530136435,16.7534074486782,0.0668974171334007,0.004009071819507826,15.744889713066302,0.11818858623280093,0.0075632460922832045,12.295083438013402,-1.0584355729984996,-0.0792626701714857,16.668633787344802,0.5725681119639034,0.03557192940879039,22.665980461043603,-10.766188137232298,-0.3220308041216181,9.575468992239529,-0.7920221606211708,-0.07639477564469666,10.9963918378514,0.042289891398597845,0.00386064431436961,BRA1999
4,2000,BRA,12.688522499312699,-1.1613705144922015,-0.08385411449276925,15.2893704139499,-1.0316182662025994,-0.06320807436482823,13.7672155380338,-2.375642195325101,-0.14716367043338818,11.4901597836643,-0.2738575267888006,-0.02327925227936045,5.096180336460231,-0.8844998084182594,-0.14789284612983256,15.402591351466599,-1.4106474477215993,-0.08390099400656292,10.310231613545001,-0.5436910929344982,-0.05009166802062537,18.309795214599898,-0.8361536336674007,-0.04367261399755973,24.8820518207197,-2.3603850968941984,-0.08664368404458211,3.03486439433344,-1.2065899962682702,-0.2844755324828798,13.8780902706816,-0.9589475252658008,-0.06463200663462143,14.8999502558153,-0.8547668057133997,-0.05425465924746098,14.2718616056796,-0.576879208683998,-0.03885037902513366,4.8249777233053495,-0.09817946162548097,-0.01994237801831633,16.4059711650989,-0.3474362835792988,-0.020738245914666775,15.4518008919876,-0.29308882107870105,-0.018614853861788183,11.3045947269576,-0.9904887110558018,-0.08055973886223922,16.9377882264928,0.2691544391479965,0.016147360520473164,20.8385951037124,-1.8273853573312024,-0.08062238297928304,9.43409929711868,-0.14136969512084896,-0.014763735879195328,11.0310397268116,0.034647888960199325,0.003150841609784738,BRA2000
